country,gdp_pc_pp,pop,urbanization_rate,prepare_scaleup,borrow_abi,avg_prod_k,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,fa_glofris,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Benin,1733.30940,10323474.00000,0.43950,0.66667,0.25000,0.33025,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.04386,1.00000,0.08293,1.25530,4.56344,47110562.54911,0.00000,19.16861,0.08475,0.44122,8666.54700,4.56344,5.72848,5.72848,4.56344,0.00000,0.00163,5.00000,0.08475,0.08475,26242.11907,3.39779,1.60000,0.38950,3.39374,3.17654,9.11698,94118931.98413,0.00526,0.50054,0.00263
Bolivia,5934.38798,10671200.00000,0.68512,0.53333,0.45000,0.42183,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.04649,1.00000,0.25299,1.34181,29.57909,315644364.96184,0.00000,20.58827,0.29426,0.99229,29671.93989,29.57909,39.68957,39.68957,29.57909,0.00000,0.00563,5.00000,0.29426,0.29426,70340.28976,3.39076,2.40000,1.35391,2.25542,2.03890,60.01264,640406842.06113,0.01011,0.49288,0.00498
Bosnia and Herzegovina,9387.35003,3829307.00000,0.39767,0.00000,0.12500,0.32393,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.13678,1.00000,0.14001,1.24933,58.05216,222299533.66577,0.00000,5.70796,0.00000,0.34877,46936.75016,58.05216,72.52614,72.52614,58.05216,0.00000,0.00437,5.00000,0.00000,0.00000,144896.81936,3.39128,0.00000,0.75624,2.46812,2.46812,92.25031,353254776.66519,0.00983,0.62929,0.00618
Botswana,15246.60880,2021144.00000,0.57444,0.60000,0.70833,0.28118,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.03495,1.00000,0.07043,1.20894,44.00230,88934986.59181,0.00000,1.18881,0.39522,0.95434,76233.04399,44.00230,53.19610,53.19610,44.00230,0.00000,0.00142,5.00000,0.39522,0.39522,271120.15587,3.39772,3.20000,0.50333,3.26640,2.84830,75.34024,152273472.51886,0.00494,0.58405,0.00289
Brazil,14555.08220,200361925.00000,0.85687,0.86667,0.55833,0.26558,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.04966,1.00000,0.21904,1.19420,27.41950,5493824282.88053,0.00000,74.27979,0.41503,0.58234,72775.41098,27.41950,32.74435,32.74435,27.41950,0.00000,0.00081,5.00000,0.41503,0.41503,274029.58932,3.39884,0.80000,1.10635,3.30265,3.19697,44.29851,8875734349.13415,0.00304,0.61897,0.00188
Bulgaria,15695.01779,7265115.00000,0.73948,0.66667,0.71667,0.32308,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.04066,1.00000,0.42771,1.24852,36.26054,263436975.68222,0.00000,2.87330,0.85645,0.29565,78475.08897,36.26054,45.27203,45.27203,36.26054,0.00000,0.00198,5.00000,0.85645,0.85645,242897.92076,3.39686,3.20000,2.31051,2.24310,1.95599,52.90785,384381598.55032,0.00337,0.68535,0.00231
Burkina Faso,1630.44450,16934839.00000,0.29859,0.80000,0.41667,0.40567,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.01120,1.00000,0.34526,1.32654,3.78248,64055755.32922,0.00000,20.37701,0.03545,0.46578,8152.22248,3.78248,5.01761,5.01761,3.78248,0.00000,0.00150,5.00000,0.03545,0.03545,20095.94280,3.39766,2.40000,1.83532,3.39374,3.06794,5.39003,91279256.77336,0.00331,0.70176,0.00232
Burundi,746.96015,10162532.00000,0.12057,0.66667,0.25000,0.46298,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.01300,1.00000,0.10213,1.38068,2.81680,28625837.12032,0.00000,34.90696,0.05182,0.21190,3734.80076,2.81680,3.88910,3.88910,2.81680,0.00000,0.00396,5.00000,0.05182,0.05182,8066.88475,3.39398,2.40000,0.51420,2.46979,2.23269,4.77122,48487676.25477,0.00639,0.59037,0.00377
Cambodia,2943.52467,15135169.00000,0.20723,0.00000,0.15000,0.45929,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.15980,1.00000,0.02905,1.37720,55.80179,844569496.26833,0.00001,147.92975,0.00000,0.05049,14717.62334,55.80179,76.85017,76.85017,55.80179,0.00001,0.03562,5.00000,0.00000,0.00000,32043.98258,3.33701,0.00000,0.14281,1.51541,1.51541,106.20383,1607412856.72442,0.03608,0.52542,0.01896
Cameroon,2739.34394,22253959.00000,0.54381,0.66667,0.56667,0.41974,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.03702,1.00000,0.04761,1.33983,7.32860,163090423.85052,0.00000,35.84744,0.35007,0.50244,13696.71972,7.32860,9.81909,9.81909,7.32860,0.00000,0.00430,5.00000,0.35007,0.35007,32631.62641,3.39377,3.20000,0.31962,1.83437,1.59957,15.71423,349703796.41376,0.00574,0.46637,0.00268
Canada,41898.88236,35154279.00000,0.81828,0.86667,0.83333,0.33548,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.03686,1.00000,0.23709,1.26024,40.98212,1440697030.38638,0.00000,3.51767,1.13307,2.93543,209494.41180,40.98212,51.64730,51.64730,40.98212,0.00000,0.00137,5.00000,1.13307,1.13307,624454.45410,3.39806,3.20000,1.48454,1.50668,1.31382,58.41177,2053423560.76055,0.00139,0.70161,0.00098
Central African Republic,584.37594,4616417.00000,0.40037,0.00000,0.00000,0.31474,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.04463,1.00000,0.06870,1.24065,3.22556,14890512.52000,0.00001,29.61634,0.00000,0.15527,2921.87972,3.22556,4.00178,4.00178,3.22556,0.00001,0.00282,5.00000,0.00000,0.00000,9283.35813,3.39447,0.00000,0.28490,3.23928,3.23928,6.16649,28467090.21192,0.01055,0.52308,0.00552
Chad,2021.59347,12825314.00000,0.22471,0.00000,0.00000,0.75320,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.07816,1.00000,0.07191,1.65484,4.92569,63173571.31696,0.00000,21.46186,0.00000,0.37478,10107.96735,4.92569,8.15125,8.15125,4.92569,0.00000,0.00276,5.00000,0.00000,0.00000,13420.01329,3.39450,0.00000,0.30631,3.39374,3.39374,10.34938,132734069.91217,0.00512,0.47594,0.00244
Chile,21714.03156,17619708.00000,0.89530,0.80000,0.92500,0.34739,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.08372,1.00000,0.18627,1.27149,209.76450,3695989170.24510,0.00000,31.51842,9.72348,0.71251,108570.15778,209.76450,266.71364,266.71364,209.76450,0.00000,0.02829,5.00000,9.72348,9.72348,312527.34024,3.36053,3.20000,1.14882,0.77432,0.67520,389.46639,6862284102.84833,0.01794,0.53859,0.00966
China,11524.56751,1357380000.00000,0.55614,0.80000,0.84167,0.22922,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.09269,1.00000,0.18822,1.15985,36.92223,50117493423.87211,0.00000,892.85800,0.99310,1.85261,57622.83753,36.92223,42.82434,42.82434,36.92223,0.00000,0.00155,5.00000,0.99310,0.99310,251390.57579,3.39771,3.20000,1.07414,2.84803,2.48348,55.37158,75160279266.01398,0.00480,0.66681,0.00320
Colombia,12025.38537,48321405.00000,0.76436,0.73333,0.71667,0.27978,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.03420,1.00000,0.10179,1.20762,165.01687,7973847042.35777,0.00000,196.93028,5.25407,0.57398,60126.92686,165.01687,199.27727,199.27727,165.01687,0.00000,0.01707,5.00000,5.25407,5.25407,214908.45181,3.37535,3.20000,0.52940,1.42064,1.23880,365.69205,17670753658.23617,0.03041,0.45125,0.01372
"Congo, Dem. Rep.",783.25925,67513677.00000,0.42494,0.40000,0.37500,0.23706,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.03633,1.00000,0.03109,1.16726,6.74154,455145827.15843,0.00001,599.25173,0.09392,0.08534,3916.29627,6.74154,7.86911,7.86911,6.74154,0.00001,0.00407,5.00000,0.09392,0.09392,16520.55311,3.39362,1.60000,0.14222,3.10000,2.90160,13.23883,893801801.73373,0.01690,0.50922,0.00861
"Congo, Rep.",5680.22998,4447632.00000,0.65380,0.00000,0.12500,0.37275,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.03485,1.00000,0.16161,1.29545,33.75922,150148603.84999,0.00000,10.20610,0.00000,0.36748,28401.14991,33.75922,43.73328,43.73328,33.75922,0.00000,0.00702,5.00000,0.00000,0.00000,76192.86127,3.38716,0.00000,0.81729,1.83437,1.83437,66.84259,297291249.30464,0.01177,0.50506,0.00594
Costa Rica,13430.74321,4872166.00000,0.76821,0.93333,0.75000,0.48190,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.02003,1.00000,0.24112,1.39855,52.45011,255545628.84587,0.00000,4.72033,1.76026,1.19609,67153.71604,52.45011,73.35413,73.35413,52.45011,0.00000,0.00584,5.00000,1.76026,1.76026,139352.91191,3.39198,4.00000,1.40051,1.98417,1.66670,102.60439,499905614.07950,0.00764,0.51119,0.00391
Croatia,20048.98716,4255700.00000,0.58964,0.66667,0.55833,0.23052,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.10141,1.00000,0.30748,1.16109,115.91609,493304115.84914,0.00000,3.46691,2.81886,0.68770,100244.93580,115.91609,134.58860,134.58860,115.91609,0.00000,0.00317,5.00000,2.81886,2.81886,434859.71294,3.39505,3.20000,1.70017,2.46481,2.14931,157.36076,669680165.18001,0.00785,0.73663,0.00578
Czech Republic,28124.46448,10514272.00000,0.72992,0.66667,0.90000,0.23980,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.06908,1.00000,0.48631,1.16985,48.72084,512264115.62675,0.00000,2.13020,3.91252,1.93303,140622.32240,48.72084,56.99609,56.99609,48.72084,0.00000,0.00109,5.00000,3.91252,3.91252,586415.43441,3.39831,4.00000,2.39957,2.35400,1.97736,65.01136,683547110.91930,0.00231,0.74942,0.00173
Denmark,42482.73246,5614932.00000,0.87676,0.73333,0.91667,0.23011,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.00607,1.00000,0.44590,1.16069,2.20962,12406860.72676,0.00000,0.02576,0.07425,3.03167,212413.66228,2.20962,2.56469,2.56469,2.20962,0.00000,0.00006,5.00000,0.07425,0.07425,923111.97088,3.39991,3.20000,2.39402,1.30000,1.13360,2.73347,15348253.35960,0.00006,0.80836,0.00005
Djibouti,2902.54624,872932.00000,0.77343,0.60000,0.25000,0.26060,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.00617,1.00000,0.10194,1.18950,7.27638,6351787.68245,0.00000,1.00705,0.08479,0.19268,14512.73122,7.27638,8.65525,8.65525,7.27638,0.00000,0.00214,5.00000,0.08479,0.08479,55689.97712,3.39675,2.40000,0.64775,1.79024,1.61838,12.27470,10714982.69568,0.00423,0.59279,0.00251
Dominican Republic,11795.47058,10403761.00000,0.78980,0.60000,0.50833,0.37715,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.03485,1.00000,0.14341,1.29960,139.00010,1446123800.34485,0.00000,26.03710,1.79612,0.97513,58977.35290,139.00010,180.64461,180.64461,139.00010,0.00000,0.01636,5.00000,1.79612,1.79612,156376.21765,3.37581,3.20000,0.75969,1.54900,1.35073,218.13406,2269414617.44380,0.01849,0.63722,0.01178
Ecuador,10540.65737,15737878.00000,0.63742,0.80000,0.45833,0.25747,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.06926,1.00000,0.19553,1.18655,204.13341,3212626676.14612,0.00000,66.06752,2.41057,0.80174,52703.28683,204.13341,242.21370,242.21370,204.13341,0.00000,0.00752,5.00000,2.41057,2.41057,204694.04659,3.38902,2.40000,1.05405,3.40569,3.07874,309.12499,4864971320.78363,0.02933,0.66036,0.01937
"Egypt, Arab Rep.",10733.48872,82056378.00000,0.43135,0.66667,0.45833,0.49278,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.20040,1.00000,0.11845,1.40883,9.15205,750983961.01321,0.00000,17.17313,0.34324,0.04277,53667.44361,9.15205,12.89368,12.89368,9.15205,0.00000,0.00080,5.00000,0.34324,0.34324,108907.87815,3.39879,2.40000,0.58153,2.90000,2.62160,15.83558,1299410273.54894,0.00148,0.57794,0.00085
El Salvador,7515.08266,6340454.00000,0.66726,0.66667,0.50833,0.13424,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.00900,1.00000,0.19518,1.07014,202.79356,1285803247.94807,0.00001,44.63693,4.84961,0.77632,37575.41328,202.79356,217.01654,217.01654,202.79356,0.00001,0.00802,5.00000,4.84961,4.84961,279904.74178,3.38757,2.40000,0.97142,2.46000,2.22384,312.07671,1978708023.63739,0.04153,0.64982,0.02698
Estonia,25253.76720,1317997.00000,0.67538,0.00000,0.40000,0.28006,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.01821,1.00000,0.39574,1.20788,58.70530,77373413.56905,0.00000,0.47246,0.00000,1.62249,126268.83601,58.70530,70.90915,70.90915,58.70530,0.00000,0.00457,5.00000,0.00000,0.00000,450862.88456,3.39104,0.00000,2.07663,0.93812,0.93812,97.87242,128995559.12932,0.00388,0.59981,0.00232
France,37216.80190,65939866.00000,0.79520,0.73333,0.95000,0.22345,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.07140,1.00000,0.43999,1.15440,65.32311,4307397180.07973,0.00000,12.32240,5.38469,2.63242,186084.00950,65.32311,75.40930,75.40930,65.32311,0.00000,0.00182,5.00000,5.38469,5.38469,832780.00711,3.39730,4.00000,2.26384,1.52800,1.28352,91.28011,6018998497.60788,0.00245,0.71563,0.00176
Gabon,18646.36981,1671711.00000,0.87156,0.53333,0.59167,0.32991,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.09396,1.00000,0.13994,1.25498,123.15552,205880441.47121,0.00000,2.79722,6.14532,0.54483,93231.84907,123.15552,154.55729,154.55729,123.15552,0.00000,0.00715,5.00000,6.14532,6.14532,282595.79371,3.38987,0.80000,0.76193,2.00796,1.94371,289.89170,484615147.81930,0.01555,0.42483,0.00660
Georgia,6930.29138,4487200.00000,0.53641,0.66667,0.61667,0.36327,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.08372,1.00000,0.56762,1.28648,66.03925,296331312.22677,0.00000,11.06719,0.11957,0.06708,34651.45690,66.03925,84.95841,84.95841,66.03925,0.00000,0.01758,5.00000,0.11957,0.11957,95388.88347,3.37392,2.40000,3.16115,1.34425,1.21520,96.81970,434449377.43362,0.01397,0.68208,0.00953
Germany,42883.68681,80651873.00000,0.75301,0.80000,0.91667,0.27302,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.07208,1.00000,0.45678,1.20123,42.19660,3403234423.50953,0.00000,7.26867,1.57603,2.62594,214418.43404,42.19660,50.68781,50.68781,42.19660,0.00000,0.00120,5.00000,1.57603,1.57603,785365.31958,3.39824,3.20000,2.43966,1.26291,1.10125,54.44432,4391036247.73653,0.00127,0.77504,0.00098
Ghana,3864.03079,25904598.00000,0.54042,0.80000,0.54167,0.40794,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.02594,1.00000,0.14397,1.32868,6.90060,178757341.90936,0.00000,17.95347,0.13282,1.00622,19320.15394,6.90060,9.16870,9.16870,6.90060,0.00000,0.00128,5.00000,0.13282,0.13282,47360.86180,3.39815,3.20000,0.78092,3.48960,3.04293,11.32659,293410818.59446,0.00293,0.60924,0.00179
Greece,24305.05961,11027549.00000,0.78007,0.80000,0.46667,0.23679,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.01760,1.00000,0.51333,1.16701,458.02336,5050875007.05334,0.00000,32.18989,28.49884,1.12122,121525.29803,458.02336,534.51729,534.51729,458.02336,0.00000,0.02701,5.00000,28.49884,28.49884,513215.92865,3.36248,4.00000,2.48280,1.01328,0.85115,752.71699,8300623460.04171,0.03097,0.60849,0.01884
Guatemala,7062.53067,15468203.00000,0.51571,0.46667,0.58333,0.64756,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.03233,1.00000,0.12231,1.55505,46.60023,720821870.63023,0.00000,72.69482,1.78761,0.59246,35312.65337,46.60023,72.46567,72.46567,46.60023,0.00000,0.03698,5.00000,1.78761,1.78761,54531.62976,3.34001,1.60000,0.69737,0.98371,0.92075,189.78883,2935692085.08109,0.02687,0.24554,0.00660
Guinea,1212.88813,11745189.00000,0.37161,0.60000,0.33333,0.35107,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.02161,1.00000,0.07561,1.27496,5.38035,63193190.66590,0.00000,34.76214,0.08678,0.11445,6064.44066,5.38035,6.85974,6.85974,5.38035,0.00000,0.00265,5.00000,0.08678,0.08678,17274.18887,3.39587,2.40000,0.34097,3.44000,3.10976,8.50648,99910188.54520,0.00701,0.63250,0.00444
Honduras,4445.27105,8097688.00000,0.54730,0.33333,0.56667,0.36359,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.04325,1.00000,0.14960,1.28679,123.86285,1003002729.39555,0.00001,107.09595,0.75348,0.51534,22226.35527,123.86285,159.38586,159.38586,123.86285,0.00001,0.02585,5.00000,0.75348,0.75348,61129.81815,3.35502,1.60000,0.84859,2.26550,2.12051,266.70105,2159661899.94493,0.06000,0.46443,0.02786
Hungary,22706.61190,9893899.00000,0.71227,0.86667,0.66667,0.22127,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.09878,1.00000,0.57891,1.15235,210.35645,2081245447.80095,0.00000,11.20146,3.08389,0.98760,113533.05948,210.35645,242.40329,242.40329,210.35645,0.00000,0.00594,5.00000,3.08389,3.08389,513098.75418,3.39222,4.00000,3.11392,2.44042,2.04995,263.57139,2607748675.73964,0.01161,0.79810,0.00926
India,5243.95706,1252139596.00000,0.32747,0.86667,0.77500,0.45253,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.08480,1.00000,0.13134,1.37081,14.44141,18082666821.50498,0.00000,1117.56286,0.84079,0.59698,26219.78530,14.44141,19.79642,19.79642,14.44141,0.00000,0.00276,5.00000,0.84079,0.84079,57940.41452,3.39605,3.20000,0.70724,2.78926,2.43224,23.06118,28875821550.05741,0.00440,0.62622,0.00275
Indonesia,9254.42218,249865631.00000,0.53742,0.66667,0.60833,0.30998,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.06449,1.00000,0.14542,1.23614,30.97216,7738877624.56157,0.00000,185.73310,0.97095,0.90070,46272.11090,30.97216,38.28605,38.28605,30.97216,0.00000,0.00566,5.00000,0.97095,0.97095,149276.03650,3.39116,3.20000,0.78962,1.09041,0.95083,45.02582,11250403996.98997,0.00487,0.68788,0.00335
"Iran, Islamic Rep.",15090.04722,77447168.00000,0.73375,0.60000,0.41667,0.31800,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.04368,1.00000,0.16249,1.24372,105.02954,8134240613.65909,0.00000,116.81863,2.71347,1.11832,75450.23610,105.02954,130.62721,130.62721,105.02954,0.00000,0.00754,5.00000,2.71347,2.71347,237268.49161,3.38783,1.60000,0.90227,1.79194,1.67725,190.25553,14734752084.40900,0.01261,0.55204,0.00696
Iraq,14471.47332,33417476.00000,0.69471,0.20000,0.25000,0.58409,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.24087,1.00000,0.10051,1.49509,75.17313,2512096339.66278,0.00000,37.56900,0.34258,0.32586,72357.36659,75.17313,112.39070,112.39070,75.17313,0.00000,0.00551,5.00000,0.34258,0.34258,123879.98498,3.38987,2.40000,0.52312,3.10000,2.80240,133.16916,4450177286.23739,0.00920,0.56449,0.00519
Ireland,44647.23591,4597558.00000,0.63241,0.00000,0.35000,0.31125,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.03556,1.00000,0.55866,1.23735,32.89592,151240882.71487,0.00000,0.31653,0.00000,2.59182,223236.17956,32.89592,40.70367,40.70367,32.89592,0.00000,0.00087,5.00000,0.00000,0.00000,717223.40756,3.39829,0.00000,2.97947,1.36522,1.36522,44.19915,203208149.19664,0.00099,0.74427,0.00074
Israel,30926.84909,8059500.00000,0.92140,0.00000,0.40000,0.35848,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.00881,1.00000,0.20676,1.28196,38.66444,311616086.91053,0.00000,1.36302,0.00000,1.34942,154634.24547,38.66444,49.56634,49.56634,38.66444,0.00000,0.00081,5.00000,0.00000,0.00000,431362.94027,3.39838,0.00000,1.26605,2.90000,2.90000,62.58404,504396080.10124,0.00202,0.61780,0.00125
Italy,33923.55982,60233948.00000,0.68964,0.86667,0.71667,0.20461,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.04766,1.00000,0.43245,1.13661,195.93333,11801837934.73088,0.00000,41.39130,12.66720,0.83398,169617.79909,195.93333,222.69973,222.69973,195.93333,0.00000,0.00461,5.00000,12.66720,12.66720,828973.00753,3.39341,4.00000,2.17101,1.52800,1.28352,292.09662,17594132634.24620,0.00861,0.67078,0.00578
Jamaica,8607.49856,2714734.00000,0.54788,0.60000,0.40833,0.38101,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.00060,1.00000,0.18477,1.30325,125.29752,340149443.42065,0.00000,11.07538,2.00706,1.53655,43037.49281,125.29752,163.29346,163.29346,125.29752,0.00000,0.01600,5.00000,2.00706,2.00706,112956.59682,3.37827,3.20000,1.00990,2.26550,1.97552,221.67413,601786293.05715,0.02575,0.56523,0.01456
Japan,35614.31002,127338621.00000,0.93498,0.80000,0.81667,0.21044,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.07320,1.00000,0.26541,1.14212,233.22252,29698233454.26225,0.00000,83.71535,7.13673,2.66171,178071.55011,233.22252,266.36755,266.36755,233.22252,0.00000,0.00717,5.00000,7.13673,7.13673,846176.61223,3.38947,3.20000,1.57040,1.11975,0.97642,300.73848,38295622971.39801,0.00844,0.77550,0.00655
Jordan,11404.73886,6460000.00000,0.83679,0.46667,0.42500,0.17572,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.00399,1.00000,0.21792,1.10932,25.08916,162075980.36484,0.00000,2.67261,0.38839,0.51691,57023.69430,25.08916,27.83189,27.83189,25.08916,0.00000,0.00069,5.00000,0.38839,0.38839,324509.50894,3.39884,2.40000,1.10943,2.90000,2.62160,34.28493,221480675.34536,0.00301,0.73178,0.00220
Kazakhstan,22469.67902,17035275.00000,0.53247,0.60000,0.77500,0.33057,3,0.20000,1.50000,0.06000,0.80000,0.05000,0.05317,1.00000,0.26525,1.25560,59.93960,1021087597.82656,0.00000,7.13103,4.51642,0.36739,112348.39510,59.93960,75.26007,75.26007,59.93960,0.00000,0.00659,5.00000,4.51642,4.51642,339861.87004,3.38962,3.20000,1.47089,0.93812,0.81804,95.94012,1634366355.58135,0.00427,0.62476,0.00267
