country,income_cat,gdp_pc_pp,gdp_pc_pp_A,pop,share1,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_needed,help_received,k,n,shew,social,v,v_shew,dWpc_currency,wprime,dWref,dWtot_currency,risk,resilience,risk_to_assets,income_losses_pre,income_losses_post
Antigua and Barbuda,poor,21013.01763,20777.613080000006,100963,0.0103,0.23393000000000005,14353.37881,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4166666666666667,0.4005106416086056,1,0.12371490701349915,128.06882617167219,12930212.896770539,6.722413086876364e-05,6.787149924902982,139.28872415390518,0.15299999999999997,1084.6240077083144,138.9576341219086,156.70674680356444,183.65587919624465,128.06882617167219,6.722413086876364e-05,0.16923178012311169,0.09960696021432389,1.2220706468429878,101.41633094228357,28.171203039523206,2301.5728287279403,1.0,0.31999999999999995,0.2688709186813893,0.3020213157287645,0.28265963710572745,13935.584383469246,4.823919041996305e-09,6.177936492556443e-07,1406978406.1082056,0.6631881545453806,0.009190057815127637,0.0060947374825798505,55.58705302457247,28.637920631892257
Antigua and Barbuda,total,21013.01763,20777.613080000006,100963,0.0103,0.23393000000000005,14353.37881,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4166666666666667,0.4005106416086056,1,0.12371490701349915,2072.1159773448508,209207045.42066818,2.332264319787548e-05,2.3547240251871018,27.857744830781044,0.15300000000000002,21013.017630000017,2072.1159773448508,2738.649690034227,2738.649690034227,2072.1159773448508,2.332264319787548e-05,0.16509649839485863,1.0,27.857744830781048,100.28788139081176,27.85774483078105,52465.5663220423,1.0,0.3200000000000001,0.1639049599723744,0.23559142218884793,0.22048812918924612,4834.791586432545,4.823919041996305e-09,9.99571972033861e-06,488135062.940989,0.23008554371219767,0.428584343358181,0.0986110616681023,666.5337126893764,666.5337126893764
Argentina,nonpoor,18489.43489,10405.0,43847430,0.05,0.91893,12449.21685,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.4,0.2695495148851759,1,0.14837618405,92.02445362664412,4035035788.6825247,5.311259559769573e-07,23.28850817588271,9.441374387895287,0.06069044999999999,21961.250914563236,92.29213805974177,112.05442600723032,110.56172544201624,92.02445362664412,5.311259559769573e-07,0.003009024743816157,1.1684269918981205,8.998006633979323,25.586270688972444,7.50530606876525,81715.82799734118,1.0,0.6399999999999999,0.15172011,0.39736573749999987,0.3465029230999998,90.84613207081745,5.846434447676074e-09,5.380149357113816e-07,3983369416.745923,0.004913407716963352,1.012970519811544,0.004977137169098418,18.537271815372122,20.0299723805862
Argentina,poor,18489.43489,10405.0,43847430,0.05,0.91893,12449.21685,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.4,0.2695495148851759,1,0.14837618405,33.12728178854752,1452546169.313612,1.6472317430244563e-06,72.22687854604285,37.76549755158115,0.010992220000000004,4602.170791747038,32.05654405615695,32.431459265065925,38.402261525922206,33.12728178854752,1.6472317430244563e-06,0.0031332002552837577,0.32629203240751564,1.773471015663863,26.400931624500494,7.744273276520145,16105.861928017697,1.0,0.6399999999999999,0.20125266800000002,0.6999999999999998,0.6103999999999999,281.7498011423393,5.846434447676074e-09,1.936764814064365e-07,12354004683.102644,0.015238421445466867,0.11757694825066335,0.0017916870897154563,5.274979737374686,-0.6958225234815956
Argentina,total,18489.43489,10405.0,43847430,0.05,0.91893,12449.21685,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.4,0.2695495148851759,1,0.14837618405,80.24501925902482,3518537864.8087435,7.54347113386457e-07,33.07618224991474,7.5530995103162315,0.050750804000000004,18489.43489,80.24501925902482,96.12983265879745,96.12983265879745,80.24501925902482,7.54347113386457e-07,0.003033859846109678,0.9999999999999998,7.553099510316233,25.74920287607806,7.553099510316232,68593.83478347649,1.0,0.6400000000000001,0.16162662160000002,0.4578925899999999,0.3992823384799999,129.0268658851218,5.846434447676074e-09,4.691472448503927e-07,5657496470.017266,0.006978410462664054,0.6219248891193747,0.004340047153221826,15.88481339977264,15.88481339977264
Armenia,nonpoor,8190.239289,8174.366731999998,2924816,0.079,0.62558,3606.152057,3.0,0.2,1.5,0.06,0.8,0.05,0.4,0.425,0.3666957212217474,1,0.35007934692700005,69.17925047651262,202336578.66171175,1.396441961008325e-06,4.084335790628524,1.9867931237540213,0.02506004,9429.432356815778,66.02504045666561,85.48629737213084,85.15410643950796,69.17925047651262,1.396441961008325e-06,0.011034214132491615,1.0443096944345411,1.9224650764218416,9.354553787052911,1.5902741437989942,27015.09952945337,1.0,0.31999999999999995,0.3196855550000001,0.2375,0.22229999999999994,70.42964886322434,1.982747299678067e-08,1.3716497207605804e-06,205993763.86954036,0.008599217480472852,0.9822461362949572,0.008446548145354515,15.974855962995335,16.307046895618214
Armenia,poor,8190.239289,8174.366731999998,2924816,0.079,0.62558,3606.152057,3.0,0.2,1.5,0.06,0.8,0.05,0.4,0.425,0.3666957212217474,1,0.35007934692700005,11.65130362444112,34077919.26162338,2.407243315123619e-06,7.040743763966602,7.947172495016085,0.0044171390000000005,3233.4670177368803,24.268143703829175,29.97045362328634,31.299217353777728,11.65130362444112,2.407243315123619e-06,0.010989479890813274,0.8227612222618351,0.2573121893287163,9.329858351882983,1.5860759198201066,3615.833905183258,1.0,0.31999999999999995,0.7340743779000001,0.2999999999999999,0.2807999999999998,121.40948649958955,1.982747299678067e-08,2.3101590799089905e-07,355100408.6657835,0.014823680019050241,0.09596699533426088,0.0014225840312247708,19.647913729336608,18.31914999884522
Armenia,total,8190.239289,8174.366731999998,2924816,0.079,0.62558,3606.152057,3.0,0.2,1.5,0.06,0.8,0.05,0.4,0.425,0.3666957212217474,1,0.35007934692700005,57.67366110609833,168684846.78169408,1.598602231831384e-06,4.675617385296141,1.5894344990032172,0.0209314598,8190.239288999999,57.67366110609833,74.38312862236194,74.38312862236197,57.67366110609833,1.598602231831384e-06,0.01102526728415595,1.0,1.5894344990032172,9.349614700018925,1.5894344990032172,22335.246404599355,1.0,0.3200000000000001,0.40256331958000013,0.24999999999999994,0.23399999999999999,80.62561639049738,1.982747299678067e-08,1.1435229582066443e-06,235815092.828789,0.00984410998818833,0.7153267619904461,0.007041755322528567,16.709467516263636,16.709467516263608
Australia,nonpoor,44260.57597,44414.02948000001,24127159,0.073,0.89554,49927.81951,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.9166666666666669,0.27360239086009513,1,0.158996,111.31102397598909,2685618773.921501,1.7455561705162748e-07,4.211531126947729,5.957245573607016,0.702807,51230.03502098644,106.62031771377022,129.19762317225508,128.13443113659721,111.31102397598909,1.7455561705162748e-07,0.0011146801471796394,0.9988983343909309,5.739031501925386,6.376144726728431,4.67583946626752,194805.0860523672,1.0,0.8,0.19628070000000003,0.6385999999999997,0.5364239999999999,110.64442109910436,1.5776269179923474e-09,1.7560726769381195e-07,2669535540.321046,0.002499841420366956,1.0060247310281252,0.0025149022925376333,16.823407160608127,17.88659919626599
Australia,poor,44260.57597,44414.02948000001,24127159,0.073,0.89554,49927.81951,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.9166666666666669,0.27360239086009513,1,0.158996,8.805314508248275,212447223.18551287,2.0274021009309077e-07,4.891545284609405,23.828982294428062,0.4856016,16382.739766054186,27.568139557123864,28.878139318453417,33.130907461084874,8.805314508248275,2.0274021009309077e-07,0.0012345334345730118,1.0044066624362744,0.8728562867265206,6.989487858215429,5.125624429357983,29628.142656136995,1.0,0.8,0.62656016,0.3,0.252,128.5096037478198,1.5776269179923474e-09,1.3891501189601027e-08,3100571642.6506443,0.0029034778904577325,0.06851872740598704,0.00019894261010558367,24.3255929528366,20.07282481020514
Australia,total,44260.57597,44414.02948000001,24127159,0.073,0.89554,49927.81951,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.9166666666666669,0.27360239086009513,1,0.158996,90.80988208244094,2190984463.7743034,1.8019253565992018e-07,4.347533958480065,4.765796458885613,0.6593659200000002,44260.57597000002,90.80988208244096,109.13372640149474,109.13372640149474,90.80988208244094,1.8019253565992018e-07,0.001138650804658314,1.0,4.765796458885613,6.498813353025832,4.765796458885613,161769.69737312122,1.0,0.8,0.28233659200000016,0.5708799999999998,0.47953919999999994,114.21745762884748,1.5776269179923474e-09,1.432641143929698e-07,2755742760.7869663,0.0025805687143851124,0.7950613152109369,0.002051710356051224,18.323844319053805,18.323844319053805
Austria,nonpoor,44438.72482,44143.70016,8747358,0.079,0.66032,44176.51522,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.8916666666666666,0.23227851820729006,1,0.41677551037,115.56909789444299,1010924273.0197392,1.7440942893781924e-07,1.5256217134946644,22.78716614084491,0.6850328,51189.90944714735,114.05569564634777,135.85484348839725,132.61772595603577,115.56909789444299,1.7440942893781924e-07,0.0018795408875352977,1.134494650711077,21.29684740608098,25.317378327644107,18.059729873719466,223505.16040076525,1.0,0.8,0.4766676299999997,0.30699999999999994,0.25788,111.17767008836005,1.5687451337953462e-09,1.8129845993902542e-07,972510881.8687769,0.0025018195400225264,1.039499189024134,0.0026006393829381483,17.04862806159278,20.28574559395426
Austria,poor,44438.72482,44143.70016,8747358,0.079,0.66032,44176.51522,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.8916666666666666,0.23227851820729006,1,0.41677551037,33.276157137383166,291078459.3449458,2.101618762744468e-07,1.8383611697242925,91.14866456337964,0.48613950000000017,17433.986311410506,39.32976612976409,32.782031244941436,45.7305013743875,33.276157137383166,2.101618762744468e-07,0.0019903917038379877,0.46202139715569307,5.961274939055722,26.508988413787545,18.909745068501785,62562.11006452873,1.0,0.8,0.5657803299999999,0.3,0.252,133.96814546030896,1.5687451337953462e-09,5.220180958067912e-08,1171867328.9373972,0.0030146712355709976,0.2483885779193828,0.0007488099010979488,12.454344237004335,-0.4941258924417298
Austria,total,44438.72482,44143.70016,8747358,0.079,0.66032,44176.51522,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.8916666666666666,0.23227851820729006,1,0.41677551037,99.11050974303103,866955110.2847805,1.8155991840514477e-07,1.5881696047405902,18.22973291267593,0.64525414,44438.724819999996,99.11050974303106,115.24028103970609,115.24028103970609,99.11050974303103,1.8155991840514477e-07,0.0019017110507958362,1.0,18.22973291267593,25.555700344872797,18.229732912675928,191316.550333518,1.0,0.8,0.49449017,0.30560000000000004,0.256704,115.73576516274984,1.5687451337953462e-09,1.5547912986735618e-07,1012382171.2825011,0.002604389879132221,0.856351617874215,0.0022302734865701085,16.12977129667506,16.12977129667506
Azerbaijan,nonpoor,16001.3234,15994.00974,9762274,0.084,0.54895,3876.936433,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.2375,0.5982212831852317,1,0.425623651944,50.28902352700378,490935226.8630571,4.260166268039364e-07,4.15889103941577,0.0,0.06077156,18316.823959616915,47.14210626806838,71.1109576151556,71.1109576151556,50.28902352700378,4.260166268039364e-07,0.006468088230196986,1.0404142003120702,0.0,4.3423141779556715,0.0,32736.606153153338,1.0,0.0,0.392130452,0.2375,0.2375,58.673037361707756,7.260858581048524e-09,3.651414880085965e-07,572782267.1372283,0.0036667615480921885,0.8571061903099003,0.003142804021260128,20.82193408815182,20.82193408815182
Azerbaijan,poor,16001.3234,15994.00974,9762274,0.084,0.54895,3876.936433,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.2375,0.5982212831852317,1,0.425623651944,5.477352620127734,53471417.07230484,7.24926540648097e-07,7.07693151967886,0.0,0.042660260000000005,6739.321161532345,18.065021655869202,27.249970164305505,27.249970164305505,5.477352620127734,7.24926540648097e-07,0.006533689037644921,0.8383431987517194,0.0,4.364170490641358,0.0,2794.415522669797,1.0,0.0,0.8613949879999998,0.2999999999999998,0.2999999999999998,99.84033328237774,7.260858581048524e-09,3.9770282773283074e-08,974668689.7538909,0.006239504745112379,0.05486112115267258,0.00034230622575428567,21.77261754417777,21.77261754417777
Azerbaijan,total,16001.3234,15994.00974,9762274,0.084,0.54895,3876.936433,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.2375,0.5982212831852317,1,0.425623651944,41.32668934562855,403442464.90490675,4.857986095727684e-07,4.742499135468389,0.0,0.057149300000000014,16001.323400000003,41.32668934562855,62.338760124985605,62.338760124985605,41.32668934562855,4.857986095727684e-07,0.006481208391686573,1.0,0.0,4.346685440492809,0.0,26748.168027056625,1.0,0.0,0.4859833592,0.25,0.25,66.90649654584175,7.260858581048524e-09,3.0006724696153367e-07,653159551.6605607,0.004181310187496226,0.6176782745949506,0.002582704462158958,21.012070779357053,21.012070779357053
Bangladesh,nonpoor,3319.353556,3319.353556,162951560,0.086,0.35035,1358.779752,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.6166666666666667,0.2897089076246591,1,0.138720230564,87.13946270911026,14199511386.011341,7.128105377462749e-06,1161.5358911019434,9.440966577568952,0.09956344,3794.643223678037,87.38137571096608,107.3444842231457,106.34293666664726,87.13946270911026,7.128105377462749e-06,0.015423417494607027,1.2012956314324923,8.557906008248192,16.787437152143674,7.556358451749732,12982.332550713123,1.0,0.6399999999999999,0.15577692600000004,0.5141510725658422,0.4483397352774145,92.75258294967962,7.685074798757796e-08,6.69673288843078e-06,15114178085.679695,0.027942965816950056,0.9394828687022699,0.026251937685757707,19.203473957537,20.205021514035437
Bangladesh,poor,3319.353556,3319.353556,162951560,0.086,0.35035,1358.779752,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.6166666666666667,0.2897089076246591,1,0.138720230564,20.92790882395519,3410235390.4012628,5.7321554995596215e-06,934.0636808158193,37.76386631027581,0.03864263,1418.1948852878534,19.9602568165319,20.28539718860076,24.291587414594595,20.92790882395519,5.7321554995596215e-06,0.015380444030226734,0.19481747427003016,3.532242277283032,16.74757586247993,7.5384325032768675,5358.4070506475955,1.0,0.6399999999999999,0.06712261900000002,0.30000000000000004,0.2616,74.58815495831165,7.685074798757796e-08,1.6083254469367893e-06,12154256207.978619,0.02247068704793062,0.2805795214488425,0.006304814618535077,3.363678590639406,-0.6425116353544276
Bangladesh,total,3319.353556,3319.353556,162951560,0.086,0.35035,1358.779752,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.6166666666666667,0.2897089076246591,1,0.138720230564,73.89715193207927,12041656186.889328,6.848915401882122e-06,1116.0414490447188,7.552773262055162,0.087379278,3319.3535560000005,73.89715193207927,89.9326668162367,89.9326668162367,73.89715193207927,6.848915401882122e-06,0.01541482280173097,1.0,7.552773262055161,16.779464894210932,7.55277326205516,11457.547450700024,1.0,0.6400000000000002,0.13804606460000005,0.47132085805267404,0.4109917882219317,89.119697351406,7.685074798757796e-08,5.679051400131983e-06,14522193710.139477,0.026848510063146164,0.8291898887481288,0.022262513072313184,16.035514884157436,16.035514884157436
Belarus,nonpoor,16752.09877,16742.2555,9507120,0.096,0.77046,4989.254611,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.5541666666666667,0.3864445367538237,1,0.417172357288,74.55557752347045,708808822.1849366,5.334414215631473e-07,5.071491607771429,4.612750821836411,0.19582919999999998,18932.344615981187,70.47782837583354,92.94903846413301,92.21180975753583,74.55557752347045,5.334414215631473e-07,0.004352465713592133,1.0514018974108341,4.394771781420859,9.000105994097888,3.657543074823669,51625.9906420452,1.0,0.6399999999999999,0.4053288490000001,0.39499999999999985,0.34443999999999986,78.69002906569858,6.779021788361206e-09,5.054138844754591e-07,748115549.1310843,0.0046973236097806615,0.9474590162017061,0.004450521606103833,17.656232234065385,18.393460940662564
Belarus,poor,16752.09877,16742.2555,9507120,0.096,0.77046,4989.254611,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.5541666666666667,0.3864445367538237,1,0.417172357288,11.81605850361298,112336686.12086903,6.928086301512695e-07,6.586614783883738,18.45100328734564,0.07855245999999999,8031.115386075224,28.127055094160564,33.851972958510835,36.80088778489959,11.81605850361298,6.928086301512695e-07,0.004577889367502935,0.7943924103566624,0.8719161616622056,9.40190810456833,3.820830988050963,10242.519484838376,1.0,0.6399999999999999,0.7209598029999998,0.3,0.26159999999999994,102.19890889578517,6.779021788361206e-09,8.01013180485431e-08,971617290.7412971,0.006100662985512302,0.11561824515819553,0.0007053479486864904,24.984829281286608,22.035914454897856
Belarus,total,16752.09877,16742.2555,9507120,0.096,0.77046,4989.254611,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.5541666666666667,0.3864445367538237,1,0.417172357288,62.007673719498946,589514394.972123,5.653148632807716e-07,5.374516242993889,3.690200657469128,0.172373852,16752.098770000004,62.00767371949894,81.12962536300857,81.12962536300857,62.007673719498946,5.653148632807716e-07,0.0043975504443742935,1.0,3.6902006574691275,9.080466416191975,3.6902006574691275,43349.296410603856,1.0,0.6400000000000001,0.4684550398,0.3759999999999999,0.327872,83.39180503171588,6.779021788361206e-09,4.203513711900759e-07,792815897.4531267,0.0049779914849269885,0.7435703507786642,0.0037014868746203643,19.121951643509625,19.121951643509625
Belgium,nonpoor,42094.57905,41945.69212,11348159,0.086,0.97897,41096.1573,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.425,0.2166915174374668,1,0.42390653530999994,30.090099737788115,341467236.15027785,4.750544156525577e-08,0.5390993042477313,0.0,0.6023574999999999,48035.13186113144,28.981606328068846,33.27148798258093,33.27148798258093,30.090099737788115,4.750544156525577e-08,0.00042168962871579486,1.0942851355901817,0.0,5.138673629870437,0.0,230180.7567794161,1.0,0.0,0.462758335,0.31,0.31,27.93022048712229,1.7008616737257398e-09,5.117909740258874e-08,316956582.99292123,0.0006635111008936979,1.0773312638781951,0.0007148212529230202,3.1813882447928137,3.1813882447928137
Belgium,poor,42094.57905,41945.69212,11348159,0.086,0.97897,41096.1573,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.425,0.2166915174374668,1,0.42390653530999994,6.6439038590887165,75396077.37365234,7.587830646046229e-08,0.8610790863640532,0.0,0.4867135,18332.36780547422,11.077877497965787,12.71763420818752,12.71763420818752,6.6439038590887165,7.587830646046229e-08,0.00043785714025500606,0.6228594576392743,0.0,5.235894880337689,0.0,50578.931256127195,1.0,0.0,0.6998445200000001,0.2999999999999998,0.2999999999999998,44.61168573118045,1.7008616737257398e-09,1.1300361437842537e-08,506260502.935467,0.001059796456883216,0.14892743347837878,0.00015783276633309667,6.073730349098804,6.073730349098804
Belgium,total,42094.57905,41945.69212,11348159,0.086,0.97897,41096.1573,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.425,0.2166915174374668,1,0.42390653530999994,25.400860562048237,288253004.3949527,5.318001454429708e-08,0.6034952606709958,0.0,0.5792287000000002,42094.57905000001,25.400860562048237,29.16071722770225,29.16071722770225,25.400860562048237,5.318001454429708e-08,0.0004249231310236371,1.0000000000000004,0.0,5.158117879963888,0.0,194260.39167475834,1.0,0.0,0.5101755720000003,0.30800000000000005,0.30800000000000005,31.266513535933928,1.7008616737257398e-09,4.32033502096395e-08,354817366.9814304,0.0007427681720916016,0.8123982398247115,0.0006034235556050356,3.759856665654013,3.759856665654013
Belize,nonpoor,7846.015831999999,7831.454486,366954,0.0321,0.43845,4810.565902,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.125,0.9615481265045698,1,0.1227468420434,133.57859460964949,49017199.60638931,3.9706323154458605e-06,1.4570394106821203,0.0,0.28647559999999994,9494.56002683421,132.1320726038737,244.66368318628219,244.66368318628219,133.57859460964949,3.9706323154458605e-06,0.0430518842408905,1.1348376796219644,0.0,9.023081659625808,0.0,9983.385958959148,1.0,0.0,0.14152393600000002,0.3105027731420603,0.3105027731420603,187.75869609688394,2.1147528173059982e-08,2.8248570928253206e-06,68898804.56753595,0.023930450832269485,0.7114375919010568,0.017025022313216443,111.0850885766327,111.0850885766327
